learning_rate,max_depth,min_data_in_leaf,n_estimators,num_leaves,reg_alpha,reg_lambda,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
0.01,10,10,400,30,0.5,1.0,0.5367168605216174,0.5028299076860839,0.5105565628769726,0.5779053813312723,0.5107884859254777,0.5277594396682848,0.030823224439132785
0.01,10,10,400,30,1.0,0.0,0.54182351292669,0.518533054569143,0.5168981069672703,0.5872158219938467,0.517369422595823,0.5363679838105547,0.030304172895081537
0.01,10,10,400,30,1.0,0.1,0.5455006793440966,0.5179419885451801,0.5165435562819183,0.5850920182882097,0.5209547686038504,0.537206602212651,0.029257536169046937
0.01,10,10,400,30,1.0,0.5,0.5504776721332045,0.5170446841864547,0.5233870308452656,0.589370843720963,0.5198031137946151,0.5400166689361006,0.030651720646696825
0.01,10,10,400,30,1.0,1.0,0.548200164388082,0.5172254242480501,0.5258820655160671,0.5906944479230192,0.525250542444637,0.541450528903971,0.029842056935876486
0.01,10,10,400,40,0.0,0.0,0.5341231854165086,0.4986050731217574,0.48857271543238195,0.5700988314177617,0.4987057959487655,0.518021120267435,0.0338697419843642
0.01,10,10,400,40,0.0,0.1,0.5325411473246465,0.49599866289633765,0.4903874942704195,0.5720357340265432,0.4979884858529698,0.5177903048741833,0.034561740633782215
0.01,10,10,400,40,0.0,0.5,0.5274424369569553,0.4921534488885412,0.4921949845292418,0.5800996939583458,0.4991148128313986,0.5182010754328965,0.03753639157855395
0.01,10,10,400,40,0.0,1.0,0.5308376864056087,0.48967905631257774,0.49670785459979994,0.5808974538457545,0.5027748838337553,0.5201793869994992,0.0373643637823016
0.01,10,10,400,40,0.1,0.0,0.5319545039382412,0.4966431799175721,0.49118944384911023,0.5786549811752618,0.4974516809807091,0.5191787579721788,0.03695930420550635
0.01,10,10,400,40,0.1,0.1,0.5307268296532952,0.4966564805926824,0.4902594829930281,0.5763425557719091,0.5013676758815856,0.5190706049785001,0.03557320389705923
0.01,10,10,400,40,0.1,0.5,0.5304431949272934,0.4932506913843707,0.4976288276777249,0.5800447047233066,0.5015126507270199,0.5205760138879432,0.03629925919089559
0.01,10,10,400,40,0.1,1.0,0.533015998300469,0.4935773946062224,0.4975585404882771,0.5822988242769092,0.5016448762429154,0.5216191267829585,0.03733676341521859
0.01,10,10,400,40,0.5,0.0,0.5356657520578807,0.5056687135776622,0.5009123461377686,0.572584055087768,0.5096872528963148,0.5249036239514788,0.02985945432787092
0.01,10,10,400,40,0.5,0.1,0.5344558516971173,0.5063740045473393,0.5027327095990971,0.5745145178551002,0.5122816264786498,0.5260717420354608,0.029748421841407434
0.01,10,10,400,40,0.5,0.5,0.5367484316288669,0.5054875029816497,0.5003359843545163,0.5750322343235379,0.5063087735761052,0.5247825853729352,0.0315413495447815
0.01,10,10,400,40,0.5,1.0,0.5367168605216174,0.5028299076860839,0.5105565628769726,0.5779053813312723,0.5107884859254777,0.5277594396682848,0.030823224439132785
0.01,10,10,400,40,1.0,0.0,0.54182351292669,0.518533054569143,0.5168981069672703,0.5872158219938467,0.517369422595823,0.5363679838105547,0.030304172895081537
0.01,10,10,400,40,1.0,0.1,0.5455006793440966,0.5179419885451801,0.5165435562819183,0.5850920182882097,0.5209547686038504,0.537206602212651,0.029257536169046937
0.01,10,10,400,40,1.0,0.5,0.5504776721332045,0.5170446841864547,0.5233870308452656,0.589370843720963,0.5198031137946151,0.5400166689361006,0.030651720646696825
0.01,10,10,400,40,1.0,1.0,0.548200164388082,0.5172254242480501,0.5258820655160671,0.5906944479230192,0.525250542444637,0.541450528903971,0.029842056935876486
0.01,10,10,500,5,0.0,0.0,0.5407251042496486,0.5037734609023395,0.49610781237078017,0.5594598805122943,0.50489331519541,0.5209919146460946,0.027586417715338842
0.01,10,10,500,5,0.0,0.1,0.5411407638934549,0.5061821176693055,0.49611224906135504,0.5573084323818085,0.5050900969057625,0.5211667319823373,0.026532566943687077
0.01,10,10,500,5,0.0,0.5,0.5411220922645787,0.5067666419360686,0.49614965549692297,0.5568313933161467,0.5048727702351736,0.5211485106497781,0.026310134504598844
0.01,10,10,500,5,0.0,1.0,0.5413278524360111,0.5038975155803377,0.5007165146871555,0.5585572044489802,0.5039138482828922,0.5216825870870754,0.026539060341724256
0.01,10,10,500,5,0.1,0.0,0.541228731505904,0.5080397211743473,0.4960993885072521,0.5568266387287735,0.5041827680280725,0.5212754495888698,0.02628306883579719
0.01,10,10,500,5,0.1,0.1,0.5398962099551239,0.5084632690785185,0.49788837738383823,0.5574370656964208,0.5056729882226831,0.521871582067317,0.02553018920270955
0.01,10,10,500,5,0.1,0.5,0.5417781569563678,0.5072243788441629,0.4984901137463376,0.5588330876603811,0.5060305315264796,0.5224712537467459,0.026328687273801995
0.01,10,10,500,5,0.1,1.0,0.5423085366238839,0.5026568157725921,0.5003982701420886,0.5590095433250076,0.5043810009665751,0.5217508333660295,0.02707884401484523
0.01,10,10,500,5,0.5,0.0,0.5421285092336823,0.5081340535111326,0.5018268431552538,0.5567501325371742,0.503409920338179,0.5224498917550844,0.025281061950167636
0.01,10,10,500,5,0.5,0.1,0.5423595148649871,0.5067977393039537,0.5022243056384446,0.5580084768232537,0.5045037895462479,0.5227787652353774,0.02567290434584421
0.01,10,10,500,5,0.5,0.5,0.5391348856624192,0.5063310115359821,0.5008993513084379,0.5589464320279319,0.5058722186519606,0.5222367798373464,0.0255402756871491
0.01,10,10,500,5,0.5,1.0,0.5410137595244052,0.5073356406773876,0.5032994204180601,0.5586296972218613,0.5046925949010224,0.5229942225485473,0.025311147542832875
0.01,10,10,500,5,1.0,0.0,0.5354127753011398,0.511600891917563,0.5070119199194485,0.5576267882240467,0.5060984473419576,0.5235501645408311,0.022487768343420672
0.01,10,10,500,5,1.0,0.1,0.5380479084582125,0.509980409928878,0.5077149069526632,0.5570352514282236,0.5049595866959702,0.5235476126927894,0.022977917647758236
0.01,10,10,500,5,1.0,0.5,0.5369483728095694,0.510325019771291,0.5078581559954756,0.5562077629957161,0.5070209809521791,0.5236720585048461,0.022024497312259167
0.01,10,10,500,5,1.0,1.0,0.5453571193424391,0.5120088034972485,0.5094958424122896,0.5555553976820082,0.5068413252695435,0.5258516976407057,0.022821619399794147
0.01,10,10,500,10,0.0,0.0,0.5300151257121555,0.4993421421348203,0.48314885659579343,0.5640282215336517,0.5051564058968183,0.5163381503746478,0.031531046084488326
0.01,10,10,500,10,0.0,0.1,0.5288054192978555,0.4986328406014339,0.4862546433825271,0.5635579243968538,0.5038350680742305,0.5162171791505802,0.030658967436330786
0.01,10,10,500,10,0.0,0.5,0.5298936247448415,0.494931260693446,0.48755154188547595,0.5676681822570682,0.502017761158841,0.5164124741479345,0.03282717144287294
0.01,10,10,500,10,0.0,1.0,0.5321674281005229,0.4907129051395134,0.4903223623803882,0.5686043849966196,0.502459108545395,0.5168532378324878,0.03356747294575866
0.01,10,10,500,10,0.1,0.0,0.5304299315158768,0.49877640709247817,0.485946111706891,0.5643265998413295,0.5017999127695242,0.5162557925852199,0.03140416715212906
0.01,10,10,500,10,0.1,0.1,0.5304188663121672,0.4968860413918019,0.4837201967124363,0.565359433851555,0.5019133404759023,0.5156595757487725,0.032593868530091774
0.01,10,10,500,10,0.1,0.5,0.5294346680997086,0.48941464129260015,0.4882054058683072,0.5695988086709083,0.5054571384258143,0.5164221324714677,0.034069430247260224
0.01,10,10,500,10,0.1,1.0,0.5304252990888682,0.49440094402075524,0.48860362122639067,0.5645203904805841,0.5058586227221537,0.5167617755077504,0.031142191472196747
0.01,10,10,500,10,0.5,0.0,0.5326560585686191,0.50811469161922,0.494789323834851,0.571544384441544,0.5104648135192075,0.5235138543966883,0.030095772342548833
0.01,10,10,500,10,0.5,0.1,0.5296795559132756,0.5116028506704916,0.4937114973950002,0.5746066643843026,0.5108931651761721,0.5240987467078484,0.030968188926567178
0.01,10,10,500,10,0.5,0.5,0.5364256415109908,0.5055139781538268,0.5008636682334939,0.5729989009393068,0.5082725359302291,0.5248149449535695,0.030316431853063954
0.01,10,10,500,10,0.5,1.0,0.5332530562954512,0.5032217926134365,0.5053613068303332,0.574125711221797,0.5062956369163538,0.5244515007754744,0.030371721917830517
0.01,10,10,500,10,1.0,0.0,0.5408130648872137,0.5191238172789112,0.5142517521304241,0.5832510088015024,0.5098963075238949,0.5334671901243893,0.03026112351911848
0.01,10,10,500,10,1.0,0.1,0.5448050329942419,0.5179510017042377,0.5144623822529463,0.5806711933464872,0.5123414447636353,0.5340462110123096,0.029168991315940224
0.01,10,10,500,10,1.0,0.5,0.5465719372693294,0.5162913459164901,0.5178329715485379,0.5843237806118196,0.5125985772359205,0.5355237225164194,0.030462755887156447
0.01,10,10,500,10,1.0,1.0,0.5470868276129307,0.5164012237790392,0.5214026320882577,0.583831853387914,0.5202885971796725,0.5378022268095627,0.028454381014041
0.01,10,10,500,20,0.0,0.0,0.5353003160816034,0.4981323165542799,0.4874952069842736,0.5645591031779007,0.498837070791892,0.51686480271799,0.03222224681479778
0.01,10,10,500,20,0.0,0.1,0.5341479131002159,0.49680851445238916,0.48878248533476987,0.5666047096778634,0.4978711365635906,0.5168429518257658,0.03288005650901155
0.01,10,10,500,20,0.0,0.5,0.5271881184567524,0.49333423389942077,0.48971333933900923,0.5754981548314274,0.49807502724893754,0.5167617747551094,0.036015042165801356
0.01,10,10,500,20,0.0,1.0,0.5295432841637759,0.4889834686570379,0.4933698294377237,0.5745233077078216,0.5024606671698747,0.5177761114272468,0.03541876745089759
0.01,10,10,500,20,0.1,0.0,0.5329882841814748,0.49751521965968815,0.48921272093069745,0.5728943059369098,0.496924054915464,0.5179069171248469,0.03510882826264135
0.01,10,10,500,20,0.1,0.1,0.5301256540534254,0.49738928272393046,0.48723393987345964,0.5704790442680783,0.5021273219466087,0.5174710485731004,0.03362653957956703
0.01,10,10,500,20,0.1,0.5,0.5295598542181643,0.4911038360870741,0.4945588755985426,0.575892340634913,0.5005467693757808,0.518332335182895,0.035574240350367374
0.01,10,10,500,20,0.1,1.0,0.5340665866482542,0.4906161177397229,0.49415466147504583,0.5776979015169303,0.4998179519507081,0.5192706438661323,0.03695594005420312
0.01,10,10,500,20,0.5,0.0,0.5348209880842981,0.5042548587212129,0.49968424595831384,0.5682771620932924,0.5074817298653607,0.5229037969444956,0.028833714239747538
0.01,10,10,500,20,0.5,0.1,0.5337662317902757,0.5048459031716748,0.5022536552676377,0.5697181980245715,0.5103441177835141,0.5241856212075346,0.028335607861267192
0.01,10,10,500,20,0.5,0.5,0.5354155440447762,0.5045897411102663,0.4989810793560365,0.5700007580482098,0.5037762502611747,0.5225526745640927,0.030197745057020026
0.01,10,10,500,20,0.5,1.0,0.5342634724085746,0.5029549201518114,0.5075651828525745,0.5728605090371062,0.5087891320463301,0.5252866432992793,0.02927789293451089
0.01,10,10,500,20,1.0,0.0,0.5395935241191628,0.5174193798496431,0.5133252141696172,0.5826081848925286,0.5136588293469408,0.5333210264755784,0.029613616304932568
0.01,10,10,500,20,1.0,0.1,0.5435547497119283,0.5167938035467259,0.513695461073358,0.5804663661079279,0.5168994415388252,0.534281964395753,0.028507786211960876
0.01,10,10,500,20,1.0,0.5,0.5488257699810981,0.5154777887484312,0.5212566680095441,0.5858677232173729,0.5138530199555238,0.537056193982394,0.03071940829416954
0.01,10,10,500,20,1.0,1.0,0.5478775684191284,0.5152739773199376,0.5225236851724089,0.5876962080982671,0.5231491427941772,0.5393041163607839,0.02972924589967626
0.01,10,10,500,30,0.0,0.0,0.5353003160816034,0.4981323165542799,0.4874952069842736,0.5645591031779007,0.498837070791892,0.51686480271799,0.03222224681479778
0.01,10,10,500,30,0.0,0.1,0.5341479131002159,0.49680851445238916,0.48878248533476987,0.5666047096778634,0.4978711365635906,0.5168429518257658,0.03288005650901155
0.01,10,10,500,30,0.0,0.5,0.5271881184567524,0.49333423389942077,0.48971333933900923,0.5754981548314274,0.49807502724893754,0.5167617747551094,0.036015042165801356
0.01,10,10,500,30,0.0,1.0,0.5295432841637759,0.4889834686570379,0.4933698294377237,0.5745233077078216,0.5024606671698747,0.5177761114272468,0.03541876745089759
0.01,10,10,500,30,0.1,0.0,0.5329882841814748,0.49751521965968815,0.48921272093069745,0.5728943059369098,0.496924054915464,0.5179069171248469,0.03510882826264135
0.01,10,10,500,30,0.1,0.1,0.5301256540534254,0.49738928272393046,0.48723393987345964,0.5704790442680783,0.5021273219466087,0.5174710485731004,0.03362653957956703
0.01,10,10,500,30,0.1,0.5,0.5295598542181643,0.4911038360870741,0.4945588755985426,0.575892340634913,0.5005467693757808,0.518332335182895,0.035574240350367374
0.01,10,10,500,30,0.1,1.0,0.5340665866482542,0.4906161177397229,0.49415466147504583,0.5776979015169303,0.4998179519507081,0.5192706438661323,0.03695594005420312
0.01,10,10,500,30,0.5,0.0,0.5348209880842981,0.5042548587212129,0.49968424595831384,0.5682771620932924,0.5074817298653607,0.5229037969444956,0.028833714239747538
0.01,10,10,500,30,0.5,0.1,0.5337662317902757,0.5048459031716748,0.5022536552676377,0.5697181980245715,0.5103441177835141,0.5241856212075346,0.028335607861267192
0.01,10,10,500,30,0.5,0.5,0.5354155440447762,0.5045897411102663,0.4989810793560365,0.5700007580482098,0.5037762502611747,0.5225526745640927,0.030197745057020026
0.01,10,10,500,30,0.5,1.0,0.5342634724085746,0.5029549201518114,0.5075651828525745,0.5728605090371062,0.5087891320463301,0.5252866432992793,0.02927789293451089
0.01,10,10,500,30,1.0,0.0,0.5395935241191628,0.5174193798496431,0.5133252141696172,0.5826081848925286,0.5136588293469408,0.5333210264755784,0.029613616304932568
0.01,10,10,500,30,1.0,0.1,0.5435547497119283,0.5167938035467259,0.513695461073358,0.5804663661079279,0.5168994415388252,0.534281964395753,0.028507786211960876
0.01,10,10,500,30,1.0,0.5,0.5488257699810981,0.5154777887484312,0.5212566680095441,0.5858677232173729,0.5138530199555238,0.537056193982394,0.03071940829416954
0.01,10,10,500,30,1.0,1.0,0.5478775684191284,0.5152739773199376,0.5225236851724089,0.5876962080982671,0.5231491427941772,0.5393041163607839,0.02972924589967626
0.01,10,10,500,40,0.0,0.0,0.5353003160816034,0.4981323165542799,0.4874952069842736,0.5645591031779007,0.498837070791892,0.51686480271799,0.03222224681479778
0.01,10,10,500,40,0.0,0.1,0.5341479131002159,0.49680851445238916,0.48878248533476987,0.5666047096778634,0.4978711365635906,0.5168429518257658,0.03288005650901155
0.01,10,10,500,40,0.0,0.5,0.5271881184567524,0.49333423389942077,0.48971333933900923,0.5754981548314274,0.49807502724893754,0.5167617747551094,0.036015042165801356
0.01,10,10,500,40,0.0,1.0,0.5295432841637759,0.4889834686570379,0.4933698294377237,0.5745233077078216,0.5024606671698747,0.5177761114272468,0.03541876745089759
0.01,10,10,500,40,0.1,0.0,0.5329882841814748,0.49751521965968815,0.48921272093069745,0.5728943059369098,0.496924054915464,0.5179069171248469,0.03510882826264135
0.01,10,10,500,40,0.1,0.1,0.5301256540534254,0.49738928272393046,0.48723393987345964,0.5704790442680783,0.5021273219466087,0.5174710485731004,0.03362653957956703
0.01,10,10,500,40,0.1,0.5,0.5295598542181643,0.4911038360870741,0.4945588755985426,0.575892340634913,0.5005467693757808,0.518332335182895,0.035574240350367374
0.01,10,10,500,40,0.1,1.0,0.5340665866482542,0.4906161177397229,0.49415466147504583,0.5776979015169303,0.4998179519507081,0.5192706438661323,0.03695594005420312
0.01,10,10,500,40,0.5,0.0,0.5348209880842981,0.5042548587212129,0.49968424595831384,0.5682771620932924,0.5074817298653607,0.5229037969444956,0.028833714239747538
0.01,10,10,500,40,0.5,0.1,0.5337662317902757,0.5048459031716748,0.5022536552676377,0.5697181980245715,0.5103441177835141,0.5241856212075346,0.028335607861267192
0.01,10,10,500,40,0.5,0.5,0.5354155440447762,0.5045897411102663,0.4989810793560365,0.5700007580482098,0.5037762502611747,0.5225526745640927,0.030197745057020026
0.01,10,10,500,40,0.5,1.0,0.5342634724085746,0.5029549201518114,0.5075651828525745,0.5728605090371062,0.5087891320463301,0.5252866432992793,0.02927789293451089
0.01,10,10,500,40,1.0,0.0,0.5395935241191628,0.5174193798496431,0.5133252141696172,0.5826081848925286,0.5136588293469408,0.5333210264755784,0.029613616304932568
0.01,10,10,500,40,1.0,0.1,0.5435547497119283,0.5167938035467259,0.513695461073358,0.5804663661079279,0.5168994415388252,0.534281964395753,0.028507786211960876
0.01,10,10,500,40,1.0,0.5,0.5488257699810981,0.5154777887484312,0.5212566680095441,0.5858677232173729,0.5138530199555238,0.537056193982394,0.03071940829416954
0.01,10,10,500,40,1.0,1.0,0.5478775684191284,0.5152739773199376,0.5225236851724089,0.5876962080982671,0.5231491427941772,0.5393041163607839,0.02972924589967626
0.01,10,15,100,5,0.0,0.0,0.604272455902565,0.5718186474629177,0.5710597271227545,0.6121382716684837,0.5874130693560518,0.5893404343025546,0.018625376924446407
0.01,10,15,100,5,0.0,0.1,0.6042115287302404,0.5719355902096706,0.5718781434406517,0.6122521450817158,0.5881643370419438,0.5896883489008445,0.018403356502797782
0.01,10,15,100,5,0.0,0.5,0.6050451892949152,0.5705150257109001,0.572410461791306,0.6122548331415154,0.5921430380348016,0.5904737095946877,0.018802672713185146
0.01,10,15,100,5,0.0,1.0,0.6062359109917268,0.5715784925115999,0.5739131723555384,0.6139884295206014,0.5943241401230167,0.5920080291004967,0.018945479684249276
0.01,10,15,100,5,0.1,0.0,0.6035801656995036,0.5723026061186312,0.571674646326163,0.6115270194319011,0.5893785366035342,0.5896925948359467,0.018005301515037566
0.01,10,15,100,5,0.1,0.1,0.6044848362183682,0.5718028542765105,0.5719800779494246,0.612934084754146,0.5892848359995133,0.5900973378395925,0.018655431603466995
0.01,10,15,100,5,0.1,0.5,0.6057107717635235,0.5729941637811716,0.5734518188847643,0.6136908784722221,0.592402689861743,0.591650064552685,0.018461352803539156
0.01,10,15,100,5,0.1,1.0,0.6061403364556857,0.5726575986501015,0.574768744922909,0.6133577439706646,0.5968177575896184,0.5927484363177958,0.01835454295053496
0.01,10,15,100,5,0.5,0.0,0.6063590182431419,0.5733318385762847,0.5744278294915264,0.613715315089754,0.595882127687867,0.5927432258177148,0.018352974785979893
0.01,10,15,100,5,0.5,0.1,0.6075959087449466,0.5734023553300636,0.574819185365286,0.6140083956033601,0.5971232877468552,0.5933898265581022,0.018609437212241026
0.01,10,15,100,5,0.5,0.5,0.6074576230697065,0.5735185014700045,0.5763871354019714,0.6157319050032158,0.5997687686508267,0.594572786719145,0.01880642419332028
0.01,10,15,100,5,0.5,1.0,0.6079581543682439,0.5742236409815856,0.5778516739407391,0.6150412319446353,0.6026029270521384,0.5955355256574684,0.018382447363570677
0.01,10,15,100,5,1.0,0.0,0.609169614029256,0.5744912473657304,0.5785868790760672,0.614241701088544,0.6017198394222165,0.5956418561963629,0.018056278967249813
0.01,10,15,100,5,1.0,0.1,0.6093027224625748,0.5748903182099281,0.5799659416041716,0.6143325703376659,0.6029402459689582,0.5962863597166598,0.017772958804696117
0.01,10,15,100,5,1.0,0.5,0.6085470756714132,0.5750216000838861,0.5800116109514887,0.6143916116880676,0.6068996235302826,0.5969743043850277,0.018065559662824346
0.01,10,15,100,5,1.0,1.0,0.6099164938072745,0.5760040599646656,0.5811249307339417,0.6160206516357815,0.6084554426196227,0.5983043157522572,0.018331593566819005
0.01,10,15,100,10,0.0,0.0,0.5894928392292796,0.5621048483339228,0.564513677482982,0.6012199093873793,0.5774599747326181,0.5789582498332365,0.016594326595283423
0.01,10,15,100,10,0.0,0.1,0.5899987973083015,0.5617572116619975,0.5650276009679651,0.6022316017897626,0.5782581273982433,0.579454667825254,0.016976007401089614
0.01,10,15,100,10,0.0,0.5,0.5925806007441802,0.5628590069836005,0.5667124720124835,0.6038399128358528,0.5810110335903156,0.5814006052332865,0.01723512920270701
0.01,10,15,100,10,0.0,1.0,0.5941744452022977,0.5646217956153246,0.5673265424491414,0.6075189896141688,0.5837088049112374,0.583470115558434,0.018089099663147486
0.01,10,15,100,10,0.1,0.0,0.590609837143466,0.5619666340992493,0.5659930404454476,0.6038662051935066,0.5783407100647859,0.5801552853892911,0.017365153840026338
0.01,10,15,100,10,0.1,0.1,0.5908377855566976,0.562703415711491,0.5662216815904002,0.6028845442254196,0.57915669487859,0.5803608243925196,0.01680947678201625
0.01,10,15,100,10,0.1,0.5,0.5939748936734945,0.5647168211148339,0.5671652162234877,0.60568025328511,0.5818924824203427,0.5826859333434538,0.017468475845667054
0.01,10,15,100,10,0.1,1.0,0.5966759765200321,0.5655513838915551,0.5705935079742086,0.6077762076688018,0.5854477867755883,0.5852089725660372,0.01761293494722835
0.01,10,15,100,10,0.5,0.0,0.5946474202592952,0.5649322215819821,0.5715034552167282,0.6091646196568904,0.5839414287021396,0.5848378290834072,0.0177683925040004
0.01,10,15,100,10,0.5,0.1,0.5948903617585215,0.5654103319571804,0.5728714873091753,0.609866028942394,0.5844173610188402,0.5854911141972223,0.017650269598554036
0.01,10,15,100,10,0.5,0.5,0.5980910215501741,0.5662174416914683,0.5727427365001913,0.6098775953133664,0.5860316000117283,0.5865920790133858,0.017900315776403036
0.01,10,15,100,10,0.5,1.0,0.5990261603214752,0.5682780971460685,0.5748116931754976,0.6094470657168768,0.5891811501546098,0.5881488333029056,0.016924258383334695
0.01,10,15,100,10,1.0,0.0,0.6017524172611398,0.5696749526712223,0.5750466142543005,0.6079582960999858,0.5899820631787605,0.5888828686930817,0.01651583644881873
0.01,10,15,100,10,1.0,0.1,0.6027326220081246,0.5699210465105498,0.5755108172789548,0.6066424494714554,0.5894502759815461,0.5888514422501261,0.016170171989960052
0.01,10,15,100,10,1.0,0.5,0.6031078208194876,0.5710467979634086,0.5786561847510849,0.6078997327716376,0.5930649387304141,0.5907550950072066,0.015705607428915695
0.01,10,15,100,10,1.0,1.0,0.6058980871726483,0.5714249872672506,0.5811434696002065,0.6080961211040246,0.5957060637224277,0.5924537457733116,0.015859877246601744
0.01,10,15,100,20,0.0,0.0,0.5894928392292796,0.5621048483339228,0.564513677482982,0.6012199093873793,0.5774599747326181,0.5789582498332365,0.016594326595283423
0.01,10,15,100,20,0.0,0.1,0.5899987973083015,0.5617572116619975,0.5650276009679651,0.6022316017897626,0.5782581273982433,0.579454667825254,0.016976007401089614
0.01,10,15,100,20,0.0,0.5,0.5925806007441802,0.5628590069836005,0.5667124720124835,0.6038399128358528,0.5810110335903156,0.5814006052332865,0.01723512920270701
0.01,10,15,100,20,0.0,1.0,0.5941744452022977,0.5646217956153246,0.5673265424491414,0.6075189896141688,0.5837088049112374,0.583470115558434,0.018089099663147486
0.01,10,15,100,20,0.1,0.0,0.590609837143466,0.5619666340992493,0.5659930404454476,0.6038662051935066,0.5783407100647859,0.5801552853892911,0.017365153840026338
0.01,10,15,100,20,0.1,0.1,0.5908377855566976,0.562703415711491,0.5662216815904002,0.6028845442254196,0.57915669487859,0.5803608243925196,0.01680947678201625
0.01,10,15,100,20,0.1,0.5,0.5939748936734945,0.5647168211148339,0.5671652162234877,0.60568025328511,0.5818924824203427,0.5826859333434538,0.017468475845667054
0.01,10,15,100,20,0.1,1.0,0.5966759765200321,0.5655513838915551,0.5705935079742086,0.6077762076688018,0.5854477867755883,0.5852089725660372,0.01761293494722835
0.01,10,15,100,20,0.5,0.0,0.5946474202592952,0.5649322215819821,0.5715034552167282,0.6091646196568904,0.5839414287021396,0.5848378290834072,0.0177683925040004
0.01,10,15,100,20,0.5,0.1,0.5948903617585215,0.5654103319571804,0.5728714873091753,0.609866028942394,0.5844173610188402,0.5854911141972223,0.017650269598554036
0.01,10,15,100,20,0.5,0.5,0.5980910215501741,0.5662174416914683,0.5727427365001913,0.6098775953133664,0.5860316000117283,0.5865920790133858,0.017900315776403036
0.01,10,15,100,20,0.5,1.0,0.5990261603214752,0.5682780971460685,0.5748116931754976,0.6094470657168768,0.5891811501546098,0.5881488333029056,0.016924258383334695
0.01,10,15,100,20,1.0,0.0,0.6017524172611398,0.5696749526712223,0.5750466142543005,0.6079582960999858,0.5899820631787605,0.5888828686930817,0.01651583644881873
0.01,10,15,100,20,1.0,0.1,0.6027326220081246,0.5699210465105498,0.5755108172789548,0.6066424494714554,0.5894502759815461,0.5888514422501261,0.016170171989960052
0.01,10,15,100,20,1.0,0.5,0.6031078208194876,0.5710467979634086,0.5786561847510849,0.6078997327716376,0.5930649387304141,0.5907550950072066,0.015705607428915695
0.01,10,15,100,20,1.0,1.0,0.6058980871726483,0.5714249872672506,0.5811434696002065,0.6080961211040246,0.5957060637224277,0.5924537457733116,0.015859877246601744
0.01,10,15,100,30,0.0,0.0,0.5894928392292796,0.5621048483339228,0.564513677482982,0.6012199093873793,0.5774599747326181,0.5789582498332365,0.016594326595283423
0.01,10,15,100,30,0.0,0.1,0.5899987973083015,0.5617572116619975,0.5650276009679651,0.6022316017897626,0.5782581273982433,0.579454667825254,0.016976007401089614
0.01,10,15,100,30,0.0,0.5,0.5925806007441802,0.5628590069836005,0.5667124720124835,0.6038399128358528,0.5810110335903156,0.5814006052332865,0.01723512920270701
0.01,10,15,100,30,0.0,1.0,0.5941744452022977,0.5646217956153246,0.5673265424491414,0.6075189896141688,0.5837088049112374,0.583470115558434,0.018089099663147486
0.01,10,15,100,30,0.1,0.0,0.590609837143466,0.5619666340992493,0.5659930404454476,0.6038662051935066,0.5783407100647859,0.5801552853892911,0.017365153840026338
0.01,10,15,100,30,0.1,0.1,0.5908377855566976,0.562703415711491,0.5662216815904002,0.6028845442254196,0.57915669487859,0.5803608243925196,0.01680947678201625
0.01,10,15,100,30,0.1,0.5,0.5939748936734945,0.5647168211148339,0.5671652162234877,0.60568025328511,0.5818924824203427,0.5826859333434538,0.017468475845667054
0.01,10,15,100,30,0.1,1.0,0.5966759765200321,0.5655513838915551,0.5705935079742086,0.6077762076688018,0.5854477867755883,0.5852089725660372,0.01761293494722835
0.01,10,15,100,30,0.5,0.0,0.5946474202592952,0.5649322215819821,0.5715034552167282,0.6091646196568904,0.5839414287021396,0.5848378290834072,0.0177683925040004
0.01,10,15,100,30,0.5,0.1,0.5948903617585215,0.5654103319571804,0.5728714873091753,0.609866028942394,0.5844173610188402,0.5854911141972223,0.017650269598554036
0.01,10,15,100,30,0.5,0.5,0.5980910215501741,0.5662174416914683,0.5727427365001913,0.6098775953133664,0.5860316000117283,0.5865920790133858,0.017900315776403036
0.01,10,15,100,30,0.5,1.0,0.5990261603214752,0.5682780971460685,0.5748116931754976,0.6094470657168768,0.5891811501546098,0.5881488333029056,0.016924258383334695
0.01,10,15,100,30,1.0,0.0,0.6017524172611398,0.5696749526712223,0.5750466142543005,0.6079582960999858,0.5899820631787605,0.5888828686930817,0.01651583644881873
0.01,10,15,100,30,1.0,0.1,0.6027326220081246,0.5699210465105498,0.5755108172789548,0.6066424494714554,0.5894502759815461,0.5888514422501261,0.016170171989960052
0.01,10,15,100,30,1.0,0.5,0.6031078208194876,0.5710467979634086,0.5786561847510849,0.6078997327716376,0.5930649387304141,0.5907550950072066,0.015705607428915695
0.01,10,15,100,30,1.0,1.0,0.6058980871726483,0.5714249872672506,0.5811434696002065,0.6080961211040246,0.5957060637224277,0.5924537457733116,0.015859877246601744
0.01,10,15,100,40,0.0,0.0,0.5894928392292796,0.5621048483339228,0.564513677482982,0.6012199093873793,0.5774599747326181,0.5789582498332365,0.016594326595283423
0.01,10,15,100,40,0.0,0.1,0.5899987973083015,0.5617572116619975,0.5650276009679651,0.6022316017897626,0.5782581273982433,0.579454667825254,0.016976007401089614
0.01,10,15,100,40,0.0,0.5,0.5925806007441802,0.5628590069836005,0.5667124720124835,0.6038399128358528,0.5810110335903156,0.5814006052332865,0.01723512920270701
