max_depth,max_features,min_samples_split,n_estimators,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
5.0,sqrt,16,300,0.5685025978519092,0.5369988161074206,0.5553924601306914,0.5796920313085547,0.5690299636099929,0.5619231738017139,0.016381402617264774
5.0,sqrt,16,400,0.5689939606042186,0.5388018582741397,0.5565776897558249,0.5802483836541501,0.5667039190830059,0.5622651622742678,0.015582438179089563
5.0,sqrt,16,500,0.5700024616025772,0.5401166895319249,0.5552897995568423,0.5809601599236078,0.5674968959770624,0.562773201318403,0.015609770874741954
5.0,sqrt,16,600,0.5700892482328228,0.5399762503826661,0.5569753047349969,0.5821388977559458,0.5679502231773232,0.563425984856751,0.015863024942546176
5.0,sqrt,16,700,0.5706894900614583,0.5404322018161853,0.5560157171456994,0.5803535978435652,0.5648424384569574,0.5624666890647732,0.015168502019606575
5.0,log2,2,100,0.5837048055350651,0.5488776362982962,0.558372964749714,0.5989004971898413,0.5824777027796764,0.5744667213105185,0.02037362081197866
5.0,log2,2,200,0.5797737464713446,0.5470709003617502,0.5687880229413014,0.5879536070497744,0.5795503674706639,0.5726273288589668,0.015825342484084997
5.0,log2,2,300,0.5793207419129234,0.5418339466491149,0.5681655640018692,0.5856967562649921,0.5752713432826586,0.5700576704223116,0.01701269036970359
5.0,log2,2,400,0.5796933523110855,0.5441206980630784,0.5686201666736431,0.5852990669408294,0.5795089991444563,0.5714484566266185,0.016428600585343404
5.0,log2,2,500,0.580390180037589,0.545722262605465,0.5671890313538366,0.5848857759235919,0.5786365695722661,0.5713647638985497,0.015749045012883236
5.0,log2,2,600,0.5795717768887914,0.5455624266706856,0.5691903406107406,0.5837337082260114,0.5799082681835467,0.5715933041159551,0.015520670743928381
5.0,log2,2,700,0.5785970444478931,0.5456562913827582,0.5685755134818469,0.58377234652013,0.5774743853847918,0.570815116243484,0.015089535922449632
5.0,log2,4,100,0.5898602751633006,0.544531203447274,0.565440430212529,0.5820380778089039,0.5855598986333169,0.5734859770530649,0.01864232675119196
5.0,log2,4,200,0.579590979694134,0.5441756448364979,0.5714322396754477,0.579938988047277,0.5781302724938654,0.5706536249494445,0.015196086732672738
5.0,log2,4,300,0.5770230266931177,0.539785309299915,0.5710583786819374,0.5818028337550356,0.5777726074075324,0.5694884311675077,0.017042464615462577
5.0,log2,4,400,0.5790666200193368,0.5423111812640036,0.5706135737200502,0.582416753488832,0.5781830420063243,0.5705182340997094,0.01634813341829141
5.0,log2,4,500,0.5785619653561493,0.5450118933349616,0.5703772567431231,0.585299535171619,0.5774077433197375,0.571331678785118,0.01563600527419429
5.0,log2,4,600,0.5787212877188308,0.5455127829883166,0.5708729570725243,0.5847445056239785,0.5787166381734992,0.5717136343154298,0.015452703847632275
5.0,log2,4,700,0.5770685047690634,0.5451909599306851,0.5699041977329247,0.584479991126494,0.5755191969823139,0.5704325701082962,0.01503876242219992
5.0,log2,8,100,0.5858233900568033,0.5474180912304567,0.5575211965329202,0.5956093480989626,0.5895777447869358,0.5751899541412158,0.02133360901015309
5.0,log2,8,200,0.5814466795536302,0.5490927781445032,0.5653065402769814,0.5890939788058809,0.585820990824387,0.5741521935210765,0.016724586577943214
5.0,log2,8,300,0.5789365777318262,0.5484766357688641,0.5639573446129063,0.5890087714273043,0.5826027448200093,0.572596414872182,0.016325494102335913
5.0,log2,8,400,0.5818438086060449,0.5485434109574173,0.5653902788223092,0.5887578732837002,0.5842022641979208,0.5737475271734784,0.016622671745766773
5.0,log2,8,500,0.581305247072295,0.5485502143882679,0.5654118979524883,0.5892486613806546,0.5842119755147955,0.5737455992617002,0.016668055063408637
5.0,log2,8,600,0.5820979950977806,0.5483996529193407,0.5671079775662984,0.5889497763442594,0.5858478060898723,0.5744806416035103,0.016816409460791677
5.0,log2,8,700,0.5803836390331865,0.546884537975884,0.5674588561223142,0.5890270570680711,0.5832272300564173,0.5733962640511747,0.016792240949896196
5.0,log2,16,100,0.5876333318237559,0.5470315108585391,0.5656741155183657,0.5951190938651912,0.5863971128118235,0.5763710329755349,0.019710929965958694
5.0,log2,16,200,0.5860725209341485,0.548097583626932,0.5736782519133039,0.5868139436556976,0.5854089500083063,0.5760142500276777,0.016514082883511565
5.0,log2,16,300,0.5847600176412737,0.5481014276831218,0.5726554038281118,0.5892688158295788,0.5828410841611034,0.5755253498286379,0.016492346801177442
5.0,log2,16,400,0.5869108533261039,0.5502201820639667,0.5733813864976016,0.5908755578377503,0.5848811281187883,0.5772538215688422,0.01645295706558426
5.0,log2,16,500,0.5862995624644481,0.5512141068149505,0.571264399160087,0.5925467912104196,0.5849548614382543,0.5772559442176319,0.01649959292380629
5.0,log2,16,600,0.5862923841695309,0.5525026462317415,0.5735147734742231,0.5927687906588344,0.5876244351759687,0.5785406059420597,0.016188588553702664
5.0,log2,16,700,0.5849619834155567,0.5523187917264162,0.5730322890778485,0.5924474615955133,0.5851804262985101,0.5775881904227689,0.01574890119991242
5.0,,2,100,0.5264106561481108,0.513941893697931,0.5305891882509125,0.5430113225154282,0.5426606132099335,0.5313227347644631,0.012164814160696117
5.0,,2,200,0.5224046929508196,0.5130120631162147,0.5270019132895751,0.5459936348093672,0.5378804818881351,0.5292585572108224,0.012946204799269738
5.0,,2,300,0.5268726547613998,0.5114356055887662,0.5235224137785459,0.5489699949586739,0.5352994288495405,0.5292200195873853,0.013975683874114702
5.0,,2,400,0.5286178237626759,0.5110146274263838,0.5238864027396701,0.5488685959190369,0.5342624054158046,0.5293299710527142,0.013889547979552169
5.0,,2,500,0.5272042474262747,0.5100524675590941,0.5234003737250633,0.548787117210644,0.5320901589992478,0.5283068729840649,0.014073614427106893
5.0,,2,600,0.527166989363051,0.5105090039858543,0.524567201146948,0.5491764708597646,0.5317543179574,0.5286347966626035,0.013954711960831541
5.0,,2,700,0.5256916199692565,0.5112254304215001,0.523679232730781,0.5508551868725484,0.5314741956054653,0.5285851331199103,0.014474991631682267
5.0,,4,100,0.5263184294399694,0.5125268492134247,0.5302282038286228,0.5399800023105716,0.543075181036927,0.530425733165903,0.01213024730591836
5.0,,4,200,0.5229714449530009,0.5124300838239515,0.5248652192197178,0.5449888236554148,0.5374925077978903,0.528549615889995,0.012794070418414707
5.0,,4,300,0.5284674204735589,0.5115288354345966,0.5225206104049611,0.547301714852685,0.535498926458323,0.5290635015248248,0.013459906864361049
5.0,,4,400,0.5288155332344674,0.5109765509938405,0.5232701399188394,0.5488562069690817,0.5338482871057516,0.5291533436443961,0.013922709060266566
5.0,,4,500,0.528039642409968,0.5106191112031103,0.5228654885183618,0.548956788213741,0.5321218715560564,0.5285205803802475,0.013993586501897193
5.0,,4,600,0.5285673022032329,0.5105587738841546,0.5238995939794263,0.5486430690589053,0.5318467882102896,0.5287031054672017,0.013782178918470285
5.0,,4,700,0.5278364219293188,0.5108310162274254,0.5233845259977893,0.5501231805736226,0.5313211097567307,0.5286992508969774,0.01426642466998974
5.0,,8,100,0.5263161986551333,0.514681075509541,0.5318849298339859,0.5419470156242853,0.5420842728867901,0.5313826985019472,0.01152165741294159
5.0,,8,200,0.5227404287813626,0.5165385053388549,0.5268804445884803,0.5455164807677724,0.5383500658221052,0.5300051850597152,0.011769977474298386
5.0,,8,300,0.5282946599944923,0.5146000960227097,0.5245542550062731,0.5487064552175285,0.5358003925317761,0.530391171754556,0.012772355980800081
5.0,,8,400,0.5283287225621434,0.5142044879493155,0.5255863677022208,0.5495081702485143,0.5343603216249911,0.530397614017437,0.012947607364506376
5.0,,8,500,0.5280762856909251,0.5135405653072255,0.5249248209699477,0.5495730605307384,0.5332366769796597,0.5298702818956993,0.013170684794396825
5.0,,8,600,0.5281853058052511,0.5133370603367897,0.5256811386181709,0.5496289333880173,0.5322157220449207,0.5298096320386299,0.013130332128355366
5.0,,8,700,0.5273406335866704,0.5134336467801753,0.5249015617204447,0.5515092841212988,0.5316286217493954,0.5297627495915969,0.01389721766259978
5.0,,16,100,0.5274291155470315,0.5152410271260488,0.5306750133845528,0.5427277339594179,0.5479130304525358,0.5327971840939174,0.012929066552662844
5.0,,16,200,0.523848649888644,0.517969687033108,0.5250772374907631,0.5459344447064604,0.5438490351136848,0.531335810846532,0.012684453847041971
5.0,,16,300,0.5292068886896347,0.517760712788834,0.5232453470742416,0.5484632735245694,0.5427393275753415,0.5322831099305243,0.012972803230953267
5.0,,16,400,0.530216732106001,0.517771488455116,0.5252583870183949,0.5493448364418511,0.5418161304358748,0.5328815148914476,0.012692461898385451
5.0,,16,500,0.5305983043325485,0.5180243358521825,0.52542583738361,0.5481954726785938,0.5405467369685202,0.5325581374430909,0.011982132680461447
5.0,,16,600,0.5308311119648701,0.5178809719032655,0.5264655135893851,0.547915869421628,0.5394416448158692,0.5325070223390036,0.011605509599054122
5.0,,16,700,0.5295593004735947,0.51749568708894,0.5258016111273643,0.5496106701046651,0.5385137450883701,0.5321962027765867,0.01231994552322027
10.0,sqrt,2,100,0.5536384517558011,0.5204054172248089,0.5352394038865889,0.5676958141867395,0.5582274959261726,0.5470413165960222,0.019000114144144677
10.0,sqrt,2,200,0.5508614526291333,0.5176206029485919,0.5405471455909336,0.5647713667250469,0.5576153492292155,0.5462831834245843,0.018341463287155493
10.0,sqrt,2,300,0.5496642828859347,0.5155515733607667,0.5414834816750285,0.5654896576672407,0.5543466117748308,0.5453071214727603,0.018761962000888633
10.0,sqrt,2,400,0.5513115758546223,0.517267039259868,0.5408815023513389,0.5646448276956214,0.5551895294504186,0.5458588949223738,0.018110579692803785
10.0,sqrt,2,500,0.5519308729137434,0.5184489714552114,0.5389158533013607,0.5648664795529991,0.5555176604387584,0.5459359675324146,0.01796475001224124
10.0,sqrt,2,600,0.5517583533526338,0.5189407274701816,0.5396185637685955,0.5649750052852329,0.5566222273590896,0.5463829754471468,0.01787620471625254
10.0,sqrt,2,700,0.5501465272318129,0.5187573280166843,0.5399850793628337,0.562957525224338,0.5554832588418063,0.545465943735495,0.01711432086494071
10.0,sqrt,4,100,0.560511591349676,0.5296054440112613,0.5407267930649777,0.5577369259429572,0.5582690833614414,0.5493699675460627,0.013589305462019814
10.0,sqrt,4,200,0.5573113806027193,0.5260143958077913,0.5372166942351617,0.562191469703628,0.5532234769371319,0.5471914834572865,0.015097701085808478
10.0,sqrt,4,300,0.5563599751432989,0.5267705819569684,0.5386740353089359,0.5637631322176272,0.5507702616075312,0.5472675972468724,0.01467156782676924
10.0,sqrt,4,400,0.5527197841372009,0.5266651902739857,0.5393183264327011,0.5622024435773325,0.552831163644744,0.5467473816131928,0.013874673022191523
10.0,sqrt,4,500,0.5520374947306024,0.5265981259933977,0.5391028613845621,0.5609898175136729,0.5535332370665214,0.5464523073377513,0.013609518349535684
10.0,sqrt,4,600,0.5522880758332848,0.5270731098262463,0.5408083444237253,0.5623734275144945,0.5546302121340554,0.5474346339463614,0.013756808988716089
10.0,sqrt,4,700,0.5512764062106279,0.5259636754991149,0.5400534672276145,0.5622472084494967,0.5515414754303088,0.5462164465634325,0.013775898344476305
10.0,sqrt,8,100,0.5564920165152472,0.5214199681043901,0.5468599534767865,0.5618721461302904,0.5560757391877338,0.5485439646828896,0.016094150023760467
10.0,sqrt,8,200,0.5595970737641875,0.5226742603725363,0.5409290396942805,0.5599691576755017,0.5556852661978615,0.5477709595408735,0.016030794128400062
10.0,sqrt,8,300,0.555247117619492,0.5250005717119816,0.5424883907383642,0.5600081854177524,0.5533015018962818,0.5472091534767743,0.013973613529491174
10.0,sqrt,8,400,0.5551499921487195,0.5242703169447669,0.5417564725553305,0.5599767541060416,0.5536962142920753,0.5469699500093868,0.014350839364327484
10.0,sqrt,8,500,0.5538336711671437,0.5238896777452597,0.5396392072011033,0.5615188132017458,0.5533147641363576,0.5464392266903221,0.014866633582688313
10.0,sqrt,8,600,0.5534470011132677,0.5245079626997936,0.5426662105579768,0.5625097933626525,0.5552065625944318,0.5476675060656244,0.014764068157408562
10.0,sqrt,8,700,0.554155421082268,0.5242220008654348,0.5424923345089209,0.5611091631671355,0.553619214912606,0.5471196269072729,0.014432318611104089
10.0,sqrt,16,100,0.5667639067857181,0.5299635902410164,0.547569356090105,0.5795329149401235,0.5662726008695249,0.5580204737852976,0.019389075028112178
10.0,sqrt,16,200,0.5606512897495655,0.5273695162674333,0.5463869051331312,0.5779797985060539,0.5669859337114129,0.5558746886735193,0.019605321058644782
10.0,sqrt,16,300,0.560859054798136,0.5286861964671258,0.5478617705622497,0.5747917456688283,0.5640763117075965,0.5552550158407873,0.017688036666331883
10.0,sqrt,16,400,0.561791982227634,0.5296841781744853,0.5485940849181296,0.5748867009792569,0.5629443447478392,0.5555802582094689,0.01721167915021986
10.0,sqrt,16,500,0.5613978296451231,0.5301664054344495,0.5480678071866099,0.57423862841564,0.5627710510684226,0.555328344350049,0.016849851248440084
10.0,sqrt,16,600,0.5608497600505036,0.5313388794592734,0.5496457853979485,0.5749817467176357,0.5625586408425312,0.5558749624935784,0.016395970452708523
10.0,sqrt,16,700,0.5614228357997287,0.532747878330867,0.5490311872824065,0.5730580379937273,0.5596088354523593,0.5551737549718176,0.015159317351092595
10.0,log2,2,100,0.5665181002425497,0.5295439696790305,0.5415836414493543,0.577692457989957,0.5625324836091682,0.555574130594012,0.01956216130002303
10.0,log2,2,200,0.5640795092221799,0.5303649698184787,0.546532195424372,0.5692601580224407,0.56313337059483,0.5546740406164602,0.016046794777699207
10.0,log2,2,300,0.5631549202271682,0.5270467480631436,0.5474408234985715,0.5691076914883857,0.5622347530712783,0.5537969872697095,0.016949635542720602
10.0,log2,2,400,0.5613726338054226,0.5324174832805819,0.549940408448743,0.5694361500071098,0.5626052627896955,0.5551543876663105,0.014511230659707339
10.0,log2,2,500,0.5621116465323075,0.531526924240665,0.5487148564325441,0.5690561983854997,0.5628447012955581,0.554850865377315,0.01500057230123345
10.0,log2,2,600,0.561754050790576,0.5311409594134984,0.5503530975504104,0.5687801119432526,0.5636663740841301,0.5551389187563736,0.01501137697711563
10.0,log2,2,700,0.560013494900837,0.5316168925247631,0.5503308452712621,0.5703047675804888,0.562487938445337,0.5549507877445375,0.01486605929477943
10.0,log2,4,100,0.56551985920396,0.5406776940832771,0.5534172145990433,0.580481427984051,0.5751027918436628,0.5630397975427989,0.016190543408413277
10.0,log2,4,200,0.5620941785577785,0.5331706042625564,0.5532582802030401,0.5751715516114055,0.5693030208977559,0.5585995271065073,0.016405550888217105
10.0,log2,4,300,0.561483641403974,0.5295250349710339,0.5540451760861376,0.5741256631177928,0.5655481877268955,0.5569455406611667,0.016956213827714603
10.0,log2,4,400,0.5619284224808031,0.5283654560013384,0.5551426473903248,0.5749354448338295,0.5684280994912768,0.5577600140395146,0.01800742728394179
10.0,log2,4,500,0.5614683551566779,0.5310749994530961,0.5552302703136937,0.5754870128972595,0.5685150263043128,0.5583551328250079,0.01703222934697007
10.0,log2,4,600,0.563145977543915,0.531164571008522,0.5559659377667411,0.5749287666869007,0.5689503950919567,0.5588311296196071,0.016983809607935687
10.0,log2,4,700,0.5629844942471144,0.5308598157636768,0.5565909167954424,0.5745918642002398,0.5667220960740161,0.5583498374160979,0.0166896171708154
10.0,log2,8,100,0.5692489681902306,0.5378095451500248,0.5462246295334441,0.5859713351559425,0.5789679164030374,0.5636444788865359,0.020830275449489538
10.0,log2,8,200,0.564594124182711,0.5360159018625115,0.5531002114608268,0.5802634985055202,0.5745481249147771,0.5617043721852694,0.017689565496711163
10.0,log2,8,300,0.5645315070831503,0.5374969394144966,0.5536222619159404,0.5771913292087983,0.5704806854579655,0.5606645446160703,0.015578641669997206
10.0,log2,8,400,0.5660592593843736,0.5364591987864737,0.5529343489378478,0.5761324937940301,0.57186173689053,0.560689407558651,0.01611977911727488
10.0,log2,8,500,0.5676859745906296,0.5365173198004357,0.5524098563419306,0.5779955401622972,0.5718716313918425,0.5612960644574272,0.016766759807432564
10.0,log2,8,600,0.5690635326852282,0.5363261550189121,0.5553264299268073,0.5782077101803975,0.5741559390523343,0.562615953372736,0.01704505850957204
10.0,log2,8,700,0.5682581790150248,0.5352138094957327,0.5548768657272138,0.5779874762622114,0.5717242750510023,0.5616121211102371,0.01700597336614282
10.0,log2,16,100,0.5704279844478264,0.5369162695529596,0.5591266992498468,0.5856084483809499,0.5823011190398673,0.56687610413429,0.019742673475102456
10.0,log2,16,200,0.5676589061999491,0.5392648643727047,0.5643229548536384,0.5805853010695049,0.576301929304488,0.565626791160057,0.01611285401243949
10.0,log2,16,300,0.5693585038471343,0.539702658915566,0.5621472683237669,0.5819111282490359,0.5740883055951106,0.5654415729861227,0.01608336659004693
10.0,log2,16,400,0.5725996004916232,0.5397591202613,0.5631192314340094,0.5843135068038298,0.5755498001561766,0.5670682518293877,0.017039034070793345
10.0,log2,16,500,0.5745246439153456,0.5420229816977437,0.5621490362033665,0.5844159315843593,0.5759875265601068,0.5678200239921843,0.016467632411500177
10.0,log2,16,600,0.5757021266806942,0.5426465494595025,0.5645908770789492,0.5837257246255467,0.5792811692093978,0.569189289410818,0.016441057417498413
10.0,log2,16,700,0.5747620494807426,0.5424585946432361,0.5641009649417382,0.5834460207594916,0.5771999241008517,0.568393510785212,0.01609141915927384
10.0,,2,100,0.5268085931880712,0.5095490977419174,0.5300221058126322,0.5416644088414267,0.540075151132486,0.5296238713433067,0.012896556802169012
10.0,,2,200,0.5187436635915663,0.5085425271540742,0.5239481833535429,0.5435160352326007,0.5372256995382404,0.5263952217740049,0.01408611503332801
10.0,,2,300,0.5234185584273142,0.5067391374235461,0.5194976377821763,0.5474042319694115,0.5341491751284082,0.5262417481461712,0.015363783492657079
10.0,,2,400,0.5235312752458714,0.5078724850553734,0.5208018225943396,0.5486229085720962,0.533056482340853,0.5267769947617067,0.015168172099083168
10.0,,2,500,0.5233799503454283,0.5083451929026679,0.5194905462996959,0.5486151050153585,0.5314813387994917,0.5262624266725284,0.015017269828526301
10.0,,2,600,0.5234997701261094,0.5082663086135085,0.520088044018861,0.5483558508132944,0.5304073519161863,0.5261234650975919,0.014788667802445159
10.0,,2,700,0.5223760135040325,0.5081914290361675,0.519273595433015,0.5491387908232843,0.5292403610358212,0.5256440379664641,0.015172285851637086
10.0,,4,100,0.5253163552994347,0.5105657993756327,0.521795917935073,0.5468303077838925,0.5372191085466131,0.5283454977881291,0.014041185353988616
10.0,,4,200,0.5187366365077108,0.5100262102185702,0.5215207930684181,0.5476436917916598,0.533332207934881,0.526251907904248,0.01457630854803389
10.0,,4,300,0.5249507107005122,0.5083764002183763,0.5188070740624366,0.547370752930057,0.5315345058914969,0.5262078887605759,0.014582131260697316
10.0,,4,400,0.5254123784996062,0.5088154284220541,0.5208273396155987,0.548065555790083,0.5308967451360217,0.5268034894926726,0.014405295061416358
10.0,,4,500,0.5245810242250658,0.5081434842259632,0.5196996103192221,0.548101551906085,0.5295197977783132,0.5260090936909299,0.014675069995995261
10.0,,4,600,0.5246845785738605,0.5078984645107593,0.5201009977603954,0.5481072598212985,0.5294618996537885,0.5260506400640205,0.014704565719176546
10.0,,4,700,0.5232438344446416,0.5088483065981955,0.5196548419550536,0.5492761184958377,0.5287844830829199,0.5259615169153297,0.014929515223758209
10.0,,8,100,0.5231983536390152,0.5095890120369222,0.526925789996007,0.5428150843349351,0.5371426837964788,0.5279341847606717,0.012905695886993347
10.0,,8,200,0.5171584328954514,0.5090433471041887,0.5227993604147212,0.5459885623769012,0.534895443724068,0.5259770293030661,0.014616894221472438
10.0,,8,300,0.5232114711456011,0.5096941036680627,0.5212922794688668,0.5489076807045135,0.5330120189851488,0.5272235107944386,0.014682184213754121
10.0,,8,400,0.5233930162718925,0.5104922859309495,0.5224031916199988,0.5495019759771328,0.5313166658570779,0.5274214271314103,0.014411194655063199
10.0,,8,500,0.5225259031284184,0.5095959605120953,0.5214265044014116,0.5488320925277039,0.5299680643868693,0.5264697049912999,0.014474335847128626
10.0,,8,600,0.5228446970397491,0.5092654277503347,0.5218017823268393,0.5488330759316032,0.5299243401409331,0.5265338646378919,0.014516814574516831
10.0,,8,700,0.52231775951832,0.5094541062113304,0.5209220381453239,0.5500774123773409,0.5291420536148971,0.5263826739734425,0.015016435027046771
10.0,,16,100,0.5251687668176391,0.5135617834795939,0.5290995834413847,0.5419630382636386,0.5476192877164069,0.5314824919437326,0.013573238363851964
10.0,,16,200,0.5205442813409172,0.5149075439643122,0.5234786613361408,0.5458598650406004,0.5426605100232365,0.5294901723410413,0.013876643276230142
10.0,,16,300,0.5260746780537672,0.5147936314919385,0.5217422491265565,0.5479418288073349,0.5413143377722384,0.5303733450503672,0.013820806530510826
10.0,,16,400,0.5271191101296064,0.5153238127839119,0.5240541158570401,0.5486042069382588,0.5408235724892864,0.5311849636396206,0.013372444419259931
10.0,,16,500,0.5269192274323626,0.5152793241083705,0.5235654392094671,0.5473012540474846,0.5388234096226873,0.5303777308840745,0.012689223545674373
10.0,,16,600,0.5274132659060622,0.5147166875165923,0.5244280487991586,0.5472440455257335,0.5373676383391867,0.5302339372173466,0.012476808902971813
10.0,,16,700,0.5263607431780372,0.5146636055155519,0.523207858501413,0.5488412593664236,0.5363716370989974,0.5298890207320847,0.013134987666346219
15.0,sqrt,2,100,0.5617483057908134,0.5250367367452538,0.5396217899375136,0.5683254805340088,0.5679165559685415,0.5525297737952262,0.019324349165511793
15.0,sqrt,2,200,0.5554261333284132,0.5213369070222531,0.5372580046854549,0.5621722091711256,0.562952064521386,0.5478290637457266,0.018067429928712582
15.0,sqrt,2,300,0.5535254274645587,0.5187360350804966,0.5376532883726015,0.5631440436680331,0.5572062688270608,0.5460530126825501,0.01795207564071923
15.0,sqrt,2,400,0.553601924130309,0.5185494146731773,0.5410228242137786,0.5629062359139568,0.5577352793285759,0.5467631356519596,0.017725136654315982
15.0,sqrt,2,500,0.5529771368142699,0.5205386479236667,0.5400662024538123,0.5615068565270092,0.5564126736684507,0.5463003034774416,0.016436288376495328
15.0,sqrt,2,600,0.5516175620972619,0.5201412015468032,0.5402181634887857,0.5618701153247956,0.5569259543500745,0.5461545993615442,0.016619127751414418
15.0,sqrt,2,700,0.5508304453663726,0.5194377325286065,0.5401466254450389,0.5603864498852393,0.5552188582604486,0.5452040222971413,0.016216801740398204
15.0,sqrt,4,100,0.5646441533161555,0.5242911159083834,0.5447689984528815,0.5536671353359818,0.5488592158949983,0.5472461237816801,0.014828953297406829
15.0,sqrt,4,200,0.5567523587505085,0.5236554359884138,0.5362620723127629,0.5590351411846518,0.5480517184225631,0.54475134533178,0.014799060417779251
15.0,sqrt,4,300,0.5564803734944068,0.5257104418214418,0.5381192281591687,0.5628840342788605,0.5486622800914962,0.5463712715690748,0.01479087641416069
15.0,sqrt,4,400,0.5531253653827587,0.5263341511245502,0.5382945300079826,0.5601718237224136,0.550337687452669,0.5456527115380748,0.013378562939503283
15.0,sqrt,4,500,0.5514710390225133,0.5246147077846562,0.5376636666771086,0.5617713659169828,0.5520591045437682,0.5455159767890059,0.014500299848689585
15.0,sqrt,4,600,0.5505865464077859,0.5244355185195935,0.5389364761343708,0.5633750093393413,0.5545080305123347,0.5463683161826853,0.015079422133811677
15.0,sqrt,4,700,0.5491251284189664,0.5238514131597207,0.538369771164396,0.5626210924731291,0.5514152609244805,0.5450765332281385,0.014661757485265527
15.0,sqrt,8,100,0.5566154596984705,0.5257743117224967,0.5511954104154985,0.5606295503691887,0.5580033529391323,0.5504436170289573,0.014213851559129428
15.0,sqrt,8,200,0.5580138085036259,0.5259235680014557,0.5434265850424225,0.5608111352158582,0.5547559498279264,0.5485862093182577,0.014288204677987342
15.0,sqrt,8,300,0.5530878054706215,0.5261358190503103,0.5442110900453843,0.560949724556349,0.5532865921365018,0.5475342062518334,0.013349556314497142
15.0,sqrt,8,400,0.5538714086784569,0.5254977410276473,0.5435733278177625,0.5605028103047989,0.5534527124716049,0.5473796000600542,0.013643206951864684
15.0,sqrt,8,500,0.5530165058215841,0.5244695961390262,0.5412429578152073,0.5628093238331174,0.5523780711445256,0.5467832909506921,0.014625188292744439
15.0,sqrt,8,600,0.5529835231246132,0.5251964363386024,0.5435320545503077,0.5642785377174961,0.5544043475439284,0.5480789798549897,0.014754455458693578
15.0,sqrt,8,700,0.5530275957018109,0.525174658416246,0.5438920917750968,0.5629125634977068,0.5530240257593231,0.5476061870300368,0.014230230045286226
15.0,sqrt,16,100,0.566749764888785,0.5294801798528583,0.5475480581518541,0.5795773396055521,0.5664949828154755,0.557970065062905,0.019601807647622732
15.0,sqrt,16,200,0.5606234632743026,0.5272086190807728,0.5460120538778757,0.5782326654096015,0.5670046659731922,0.555816293523149,0.019781964258333687
15.0,sqrt,16,300,0.560734010446471,0.5287121918102708,0.5476858167940328,0.5749259141968244,0.5643557642221014,0.5552827394939401,0.017759488195344158
15.0,sqrt,16,400,0.561592724801306,0.5296692160752245,0.548786355809009,0.5751609088094135,0.563147072185936,0.5556712555361777,0.01727936716095055
15.0,sqrt,16,500,0.5611501578344531,0.5301695130872884,0.5482593539347003,0.5745808421998657,0.5630754752886474,0.5554470684689911,0.016936920930340566
15.0,sqrt,16,600,0.5606941836459366,0.5313450685832001,0.5498058965467902,0.5753454819075846,0.5627605474029299,0.5559902356172883,0.01649409072642418
15.0,sqrt,16,700,0.5613265988685583,0.5327481233970537,0.549172286135529,0.5733267874328752,0.5598808510495817,0.5552909293767196,0.0152348675703905
15.0,log2,2,100,0.5669124842736081,0.5297592216241548,0.5546646916158345,0.579102739474741,0.5708348062750979,0.5602547886526873,0.01918811954918362
15.0,log2,2,200,0.5629265302915278,0.5276782081509894,0.5514636572107228,0.5706251302948822,0.5660138905997599,0.5557414833095764,0.017208409339695405
15.0,log2,2,300,0.5641922185440957,0.5264178618688833,0.5527470854093892,0.5716387899092372,0.5617413546258305,0.5553474620714872,0.017522861270641354
15.0,log2,2,400,0.5649558284403565,0.5299774314135458,0.5542790601903683,0.5721046770862392,0.5641415554747206,0.557091710521046,0.01643189705275508
15.0,log2,2,500,0.5650334643699944,0.529798666197385,0.5539917593170237,0.5702908598563271,0.5640744875884678,0.5566378474658397,0.016120934995386315
15.0,log2,2,600,0.5657834842122529,0.5294655210725179,0.5547992212809866,0.5703336176789446,0.5652547385072078,0.557127316550382,0.01647714760202409
15.0,log2,2,700,0.5643172912457978,0.5303948342295142,0.5546285345783248,0.5703089541863879,0.5636974890114864,0.5566694206503022,0.01571973005619993
15.0,log2,4,100,0.5609218740067394,0.5435115888993629,0.5492356580776251,0.5775453549069307,0.5724636570032235,0.5607356265787763,0.01456936084491065
15.0,log2,4,200,0.5570662446157549,0.5358720321158282,0.5506952774501095,0.5722723914251149,0.5654661085355212,0.5562744108284657,0.014039528811918117
15.0,log2,4,300,0.5573796458849398,0.5293195086249266,0.5511794068279755,0.5727845968219754,0.5631917022587392,0.5547709720837114,0.016300927006407496
15.0,log2,4,400,0.5594763637482428,0.5288112638950242,0.5523026898057155,0.5736617132435629,0.5660478841342074,0.5560599829653505,0.01715998746401429
15.0,log2,4,500,0.5594519353106971,0.5310722852239866,0.5530283101583121,0.5749036439475704,0.5663653111078051,0.5569642971496742,0.01660026992064028
15.0,log2,4,600,0.5609196308947,0.5312490145996976,0.5528851729457364,0.5743245285943936,0.5681196954767536,0.5574996085022562,0.01671786045192263
15.0,log2,4,700,0.5611432115304186,0.5307865107822827,0.5535332323518881,0.5746177705216106,0.5646403509504506,0.5569442152273301,0.016470253016977635
15.0,log2,8,100,0.5676955019881975,0.5360418855990006,0.5460400833094139,0.5847351445568616,0.5785950205521434,0.5626215272011235,0.020924455857692925
15.0,log2,8,200,0.5642753186931913,0.5354951431720014,0.5526346730013847,0.5814284167018857,0.5725679754108742,0.5612803053958675,0.017902161452113458
